ИНН,Название,Тип (ЮЛ/ИП),Статус,"Выручка 2023, руб","Выручка 2024, руб","Выручка 2025, руб",Рост %,Флаг роста,"Прибыль 2025, руб",Гендир,Должность,ОКВЭД основной,ОКВЭД доп,Телефон,Email,Сайт,Источник (1С/Битрикс),Сумма продаж у нас,Дата последней продажи
9729314227,"ООО ""КРЕТЕХ""",ЮЛ,Действующая,18000.0,3000.0,83466000.0,2782100.0,растёт,-43025000.0,Заборовский Павел Юрьевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,56.10,,,,,Компании,,
1001346469,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""РАВНОВЕСИЕ""",ЮЛ,Действующая,1800000.0,71000.0,845533000.0,1190791.5,растёт,1205000.0,Белуга Леонид Леонтьевич,ДИРЕКТОР,41.20,,,,,1С,,
5003134717,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАУКЛАСТЕР""",ЮЛ,Действующая,7899000.0,6000.0,44904000.0,748300.0,растёт,1482000.0,Поливанов Семен Михайлович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,52.10,,,,,1С,,
7743339195,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АТЛАНТ ИНВЕСТИЦИИ""",ЮЛ,Действующая,37972000.0,50000.0,144298000.0,288496.0,растёт,75390000.0,Невский Георгий Александрович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,68.10.1,,,,,1С,,
5001148746,"ООО ""ТЕХНОВИКИНГ""",ЮЛ,Действующая,,21825000.0,14246163000.0,65174.5,растёт,58289000.0,Проскурякова Татьяна Николаевна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,68.32,,,,,1С+Компании,,
6949113094,"ООО ""ЗАВИДОВО ПАРК""",ЮЛ,Действующая,493000.0,342000.0,181369000.0,52931.9,растёт,-627724000.0,Заболотский Дмитрий Николаевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,55.10,,,,,1С,,
7728623719,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРУППА КОМПАНИЙ ""БИОНИКА""",ЮЛ,Действующая,50595000.0,161000.0,70269000.0,43545.3,растёт,19368000.0,Шумилина Ирина Владимировна,ДИРЕКТОР,59.11,,,,,1С,,
5005065258,"ООО ""САНТАРА""",ЮЛ,Действующая,1893000.0,1700000.0,690259000.0,40503.5,растёт,48723000.0,Щукина Доминика Алексеевна,ДИРЕКТОР,46.69,,,,,1С,,
5027141390,"ООО ""АВТОМАШ-СЕРВИС""",ЮЛ,Ликвидация,774000.0,16000.0,4424000.0,27550.0,растёт,386000.0,Тинчурин Андрей Викторович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,45.2,,,,,1С+Компании,,
9705151693,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОФЕ СПЭЙС""",ЮЛ,Действующая,2191000.0,352000.0,73164000.0,20685.2,растёт,6292000.0,Чернуха Анна Вячеславовна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,56.10,,,,,1С,,
9718051907,"ООО ""СПУТНИК""",ЮЛ,Действующая,16695000.0,952000.0,195208000.0,20405.0,растёт,6314000.0,Минина Наталия Сергеевна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,53.20.3,,,,,Компании,1660.0,2020/11/05 14:22:00
5056002739,"""БАЗИС КО"" ООО",ЮЛ,Действующая,0.0,412000.0,78141000.0,18866.3,растёт,1721000.0,Силин Евгений Олегович,ДИРЕКТОР,45.31.1,,,,,Компании,,
7813453190,Концерн «Инновационные Технологии»,ЮЛ,Действующая,27942000.0,10234000.0,1846838000.0,17946.1,растёт,262556000.0,Мягкова Анна Анатольевна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,77.40,,,,,1С+Компании,,
9703144010,"ООО ""ГК АВАНТИ""",ЮЛ,Действующая,15600000.0,40773000.0,3700211000.0,8975.2,растёт,1454837000.0,Кострица Олег Иванович,ДИРЕКТОР ПО ЗАЩИТЕ ГОСУДАРСТВЕННОЙ ТАЙНЫ,72.19,,,,,1С,,
7714489559,"ООО ""ПЛАТФОРМА""",ЮЛ,Действующая,288000.0,1409000.0,97844000.0,6844.2,растёт,1302000.0,Дьяконов Андрей Валерьевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,70.22,,,,,Компании,,
5029179208,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЛК""",ЮЛ,Действующая,150532000.0,2760000.0,182294000.0,6504.9,растёт,5719000.0,Низамов Илвард Фаритович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,41.20,,,,,1С,,
9705085585,"ООО ""КИТТОК""",ЮЛ,Действующая,843000.0,90000.0,4907000.0,5352.2,растёт,997000.0,Шапиев Руслан Гаджикурбанович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,68.20,,,,,1С,,
1001339944,Дмитриев Степан,ЮЛ,Действующая,2447000.0,696000.0,34498000.0,4856.6,растёт,15291000.0,Дмитриев Степан Андреевич,ДИРЕКТОР,46.43,,,,,1С+Компании,0.0,2020/06/08 20:19:00
9705067032,ФАРИНАРИ,ЮЛ,Действующая,5715000.0,50000.0,2413000.0,4726.0,растёт,145000.0,Алексанян Артак Генрикович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,56.10,,,,,1С+Компании,,
8901017773,СТРОИТЕЛЬ,ЮЛ,Действующая,182889000.0,11998000.0,566174000.0,4618.9,растёт,164214000.0,Дробот Андрей Анатольевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,41.2,,,,,1С+Компании,,
7709958156,АХИМСА,ЮЛ,Действующая,0.0,2024000.0,87833000.0,4239.6,растёт,9612000.0,Смирнов Ярослав Николаевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,47.11,,,,,1С+Компании,,
7840115680,"ООО ""ВКУСНО/ДОРОГО""",ЮЛ,Действующая,,1073000.0,44840000.0,4078.9,растёт,-33449000.0,Глухов Григорий Максимович,ДИРЕКТОР,56.10.1,,,,,1С+Компании,,
5907043284,"ООО ""ПРОМТЕХ""",ЮЛ,Действующая,6368000.0,706000.0,22677000.0,3112.0,растёт,15000.0,Рябов Артем Сергеевич,ДИРЕКТОР,46.90,,,,,Компании,,
5038165480,"ООО ""ПРОДУКТЫ ДЛЯ ЖИЗНИ""",ЮЛ,Действующая,,12278000.0,340581000.0,2673.9,растёт,-66152000.0,Машенцев Юрий Александрович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,56.10,,,,,Компании,,
3665826963,"ООО ""ПРОФМЕД""",ЮЛ,Действующая,,339000.0,7427000.0,2090.9,растёт,-37441000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФМЕДГРУПП""",,86.90,,,,,1С+Компании,,
1831198640,"ООО ""УК ""ДРУЖНЫЙ ДОМ""",ЮЛ,Действующая,53130000.0,3551000.0,58861000.0,1557.6,растёт,2545000.0,Широбоков Станислав Анатольевич,ДИРЕКТОР,68.32,,,,,1С,,
7813309380,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОССТРОЙ""",ЮЛ,Действующая,130124000.0,4196000.0,67843000.0,1516.8,растёт,-2041000.0,Мац Инна Александровна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,42.21,,,,,1С,,
7718825473,БЕН,ЮЛ,Действующая,28218000.0,3900000.0,62472000.0,1501.8,растёт,-17005000.0,Ашуров Эльхан Арлибович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,56.10,,,,,1С+Компании,14000.0,2019/06/05 19:55:00
6700015807,"ООО ""ПОССНАБ""",ЮЛ,Действующая,,1341000.0,20663000.0,1440.9,растёт,5305000.0,Гришина Виктория Сергеевна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,46.90,,,,,1С,,
7453361270,"ООО ""ЕДАТЕКА-СИТИ""",ЮЛ,Действующая,,1086000.0,16463000.0,1415.9,растёт,-5000.0,Бочкова Анастасия Александровна,УПРАВЛЯЮЩИЙ,56.10,,,,,1С,,
1514018015,"ООО ""МАМИСОНСКАЯ ДОЛИНА""",ЮЛ,Действующая,694000.0,2439000.0,36476000.0,1395.5,растёт,5647000.0,Засеева Анжелика Султановна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,56.10,,,,,1С+Компании+Контакты,,
7710970782,"ООО ""УК РИТМ""",ЮЛ,Действующая,18772000.0,1398000.0,20130000.0,1339.9,растёт,248000.0,Зарайская Татьяна Викторовна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,72.19,,,,,1С+Компании,7400.0,2020/09/23 17:32:00
2320226970,"ООО ""ГОТИКА""",ЮЛ,Действующая,7063000.0,7108000.0,99297000.0,1297.0,растёт,4916000.0,Гогуа Тимур Заурович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,46.73,,,,,1С,,
7724805490,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДКОНЦЕПТ""",ЮЛ,Действующая,52473000.0,7810000.0,103634000.0,1226.9,растёт,-36658000.0,Грек Арам Акопович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,46.46,,,,,1С,,
7714925131,"ООО СЗ ""БАЗИСИНВЕСТ""",ЮЛ,Действующая,1184882000.0,1607891000.0,20716278000.0,1188.4,растёт,14230437000.0,Терещенко Андрей Сергеевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,71.12.2,,,,,Компании,,
7728438762,"ООО ""ПРОПЕРТИИНВЕСТ""",ЮЛ,Действующая,20565000.0,26240000.0,312961000.0,1092.7,растёт,-159942000.0,Шувалов Михаил Александрович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,68.20.2,,,,,1С,,
7707847556,"ООО ""МОРТРАНССЕРВИС""",ЮЛ,Действующая,2002538000.0,234923000.0,2731594000.0,1062.8,растёт,517199000.0,Лавров Владимир Сергеевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,50.20.29,,,,,1С+Компании,,
7805788122,"АО ""АЛЬКОР""",ЮЛ,Действующая,45000.0,4034000.0,46119000.0,1043.3,растёт,-231651000.0,Городецкий Эдуард Романович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,20.13,,,,,1С+Компании,,
7736363334,"ООО ""ВФК""",ЮЛ,Действующая,,2632000.0,28616000.0,987.2,растёт,-135000.0,Сазонов Сергей Николаевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,56.10,,,,,Компании,,
5079014547,"ООО ""СТРОЙ-КОМФОРТ""",ЮЛ,Банкротство,816038000.0,107786000.0,1158808000.0,975.1,растёт,3971000.0,Негодаева Юлия Камилевна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,41.20,,,,,1С,,
9729309555,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВАЙТ САЙБЕРИЯ""",ЮЛ,Действующая,10631000.0,12076000.0,126858000.0,950.5,растёт,14309000.0,Петрова Виктория Петровна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,45.40,,,,,1С,,
7814741466,"ООО ""ГАРАНТАВТОКОМ""",ЮЛ,Действующая,226983000.0,10033000.0,103121000.0,927.8,растёт,6678000.0,Голышев Антон Александрович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,45.20,,,,,1С+Компании,,
9704254424,ЯНДЕКС МАРКЕТ ООО,ЮЛ,Действующая,,9763895000.0,100200669000.0,926.2,растёт,-49797707000.0,Шлюнкин Алексей Валерьевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,63.11.1,,,,,1С,,
9706039630,"ООО ""САЙБЕРСТОР""",ЮЛ,Действующая,,1303114000.0,13362279000.0,925.4,растёт,-231305000.0,Иванов Алексей Николаевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,47.91,,,,,1С,,
7720863324,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРИАЛ""",ЮЛ,Действующая,,3416000.0,33137000.0,870.1,растёт,5653000.0,Кузьмина Оксана Владимировна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,70.22,,,,,1С,,
9702070460,"ООО ""ДОМ КУЛЬТУР""",ЮЛ,Действующая,,11486000.0,111083000.0,867.1,растёт,-105792000.0,Медведев Илья Борисович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,56.10,,,,,1С,,
3102209494,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ШИК-СТРОЙ""",ЮЛ,Действующая,134435000.0,57280000.0,548520000.0,857.6,растёт,3701000.0,Шардаков Александр Сергеевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,71.12.1,,,,,1С,,
5406978826,ЭКСПРЕСС МАНИКЮР,ЮЛ,Действующая,0.0,2464000.0,22792000.0,825.0,растёт,774000.0,Шутова Татьяна Сергеевна,ДИРЕКТОР,96.02,,,,,1С+Компании,1830.0,2020/10/30 21:59:00
7734404105,"ООО ""ИНТЕР КОМПЛЕКТ""",ЮЛ,Действующая,11298000.0,1750000.0,15771000.0,801.2,растёт,73000.0,Мещерякова Полина Сергеевна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,46.15.1,,,,,1С,,
7743457022,"ООО ""КОФЕПОРТ РУС""",ЮЛ,Действующая,,75617000.0,664130000.0,778.3,растёт,16951000.0,Мильруд Владимир Рахмилевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,56.10,,,,,Компании,,
7716050580,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ФИРМА ""ГАЛЬМЕД""",ЮЛ,Действующая,53000.0,488000.0,4231000.0,767.0,растёт,-423000.0,Гальченко Нина Михайловна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,86.10,,,,,1С,,
5050154816,"ООО ""МКС""",ЮЛ,Действующая,420000.0,683000.0,5830000.0,753.6,растёт,2000.0,Резников Евгений Александрович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,56.10,,,,,Компании,,
7300033850,"ООО ТД ""МЕГАГРУПП""",ЮЛ,Действующая,,15909000.0,135551000.0,752.0,растёт,2381000.0,Баранов Максим Николаевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,46.90,,,,,1С,,
5504152107,"ООО ""ДВИЖЕНИЕ""",ЮЛ,Действующая,37192000.0,23814000.0,202154000.0,748.9,растёт,2513000.0,Нейфельд Денис Иванович,ДИРЕКТОР,46.34.1,,,,,Компании,,
9717168010,"ООО ""СИСТЕМА""",ЮЛ,Действующая,,6961000.0,58882000.0,745.9,растёт,39588000.0,Лапина Оксана Романовна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,47.25.2,,,,,1С+Компании,,
7736662574,"ООО ""ДАЛЛИ-СЕРВИС""",ЮЛ,Действующая,186886000.0,263509000.0,2224326000.0,744.1,растёт,46262000.0,Колесников Евгений Геннадьевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,53.20.3,,,,,1С+Компании,,
7728391634,"ООО ""КОМФОРТСТРОЙ""",ЮЛ,Действующая,23253000.0,23253000.0,189018000.0,712.9,растёт,1896000.0,Улин Александр Евгеньевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,22.23,,,,,1С,,
7729101722,"ООО фирма ""ТЕЛЕКОН""",ЮЛ,Действующая,54107000.0,64186000.0,499679000.0,678.5,растёт,117294000.0,Семенов Владимир Сергеевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,46.90,,,,,1С+Компании,,
9704074990,"ООО ""ЗЕРОНИКС""",ЮЛ,Действующая,8917000.0,24301000.0,186295000.0,666.6,растёт,-259927000.0,Баландин Илья Михайлович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,47.76,,,,,Компании,,
7731439452,ТК ТехноСонус,ЮЛ,Действующая,647000.0,4004000.0,30191000.0,654.0,растёт,360000.0,Брагин Максим Евгеньевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,23.99.6,,,,,1С+Компании,,
7729778049,ПДГ ГРУПП,ЮЛ,Действующая,,4576000.0,34443000.0,652.7,растёт,5501000.0,Хашиева Айна Мусаевна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,25.11,,,,,1С+Компании,,
5044061000,4Т ДИЗАЙН,ЮЛ,Действующая,46000.0,2000.0,15000.0,650.0,растёт,11000.0,Шапошников Константин Вячеславович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,73.11,,,,,1С+Компании,47970.0,2017/08/30 21:09:00
7838116221,"ООО ""СТАТУС""",ЮЛ,Действующая,,35594000.0,266557000.0,648.9,растёт,42345000.0,Барбашов Илья Семенович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,56.10,,,,,Компании+Контакты,,
7707350041,ГРАНД ООО,ЮЛ,Действующая,81387000.0,80304000.0,600068000.0,647.2,растёт,250000.0,Протасов Вячеслав Григорьевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,81.21,,,,,1С+Компании,10790.0,2019/02/20 14:16:00
7806279777,"ООО ""КОМПЛЕКТУЮЩИЕ ДЛЯ ЧПУ""",ЮЛ,Ликвидирована,0.0,130000.0,929000.0,614.6,растёт,123000.0,Ферапонтов Денис Иванович,ЛИКВИДАТОР,46.90,,,,,1С+Компании,,
2367037753,"ООО ""АЛЬТЕР ЭГО""",ЮЛ,Действующая,,8409000.0,59974000.0,613.2,растёт,-10123000.0,Шкуропатенко Тимур Анатольевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,47.71,,,,,1С,,
5042161457,"ООО ""СПЕКТР""",ЮЛ,Действующая,41970000.0,504000.0,3573000.0,608.9,растёт,-1375000.0,Абрамов Владимир Константинович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,47.91.2,,,,,1С,,
7838125762,"ООО ""ВКУСНОЕ ДЕЛО""",ЮЛ,Действующая,,9295000.0,65439000.0,604.0,растёт,51661000.0,Катрич Полина Викторовна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,56.10,,,,,1С,,
2636039085,"ООО ""ЕВРООТЕЛЬ""",ЮЛ,Действующая,23783000.0,37413000.0,261737000.0,599.6,растёт,60380000.0,Богданова Анна Владимировна,ДИРЕКТОР,55.10,,,,,1С+Компании,,
9715309001,"ООО ""Промедиа""",ЮЛ,Действующая,70154000.0,87888000.0,611457000.0,595.7,растёт,3830000.0,Никифоров Антон Владимирович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,41.20,,,,,1С+Компании,,
3662164937,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕГИОН""",ЮЛ,Действующая,3890000.0,2278000.0,14648000.0,543.0,растёт,96000.0,Рублева Ольга Александровна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,73.1,,,,,1С,,
2308184026,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕКЛАМАСТ""",ЮЛ,Действующая,22381000.0,18749000.0,120113000.0,540.6,растёт,27923000.0,Сверчков Владимир Юрьевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,73.11,,,,,1С,,
9704232452,"ООО ""ТРИУМФ""",ЮЛ,Действующая,,26158000.0,160887000.0,515.1,растёт,11669000.0,Сиданов Никита Альбертович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,56.10,,,,,1С,,
5032317793,"АНО ""АВАНГАРД""",ЮЛ,Действующая,133622000.0,21858000.0,133179000.0,509.3,растёт,32138000.0,Гроза Алексей Викторович,ИСПОЛНЯЮЩИЙ ОБЯЗАННОСТИ ДИРЕКТОРА,93.11,,,,,1С+Компании,,
7713446859,"ООО ""СЛАДКОМПАНИЯ""",ЮЛ,Действующая,1009000.0,16268000.0,98086000.0,502.9,растёт,39607000.0,Велиев Мамед Каримович,Директор,56.10,,,,,1С+Компании,,
4345394120,"ООО ""КИРОВ ЛАЙК""",ЮЛ,Действующая,,180746000.0,1088912000.0,502.5,растёт,39195000.0,Семиларский Никита Сергеевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,56.10,,,,,1С,,
5507299186,"ООО ""РОУТЭНДПОИНТ""",ЮЛ,Действующая,,1869000.0,11145000.0,496.3,растёт,-139000.0,Дерр Игорь Андреевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,46.90,,,,,1С,,
1215168767,Унистрой С,ЮЛ,Действующая,9206000.0,3378000.0,20020000.0,492.7,растёт,-207000.0,Васильев Евгений Геннадьевич,ДИРЕКТОР,43.21,,,,,1С+Компании,,
6501305572,ООО «ГРИНКОФЕ САХАЛИН»,ЮЛ,Действующая,39616000.0,6535000.0,38125000.0,483.4,растёт,3087000.0,Бусаев Пётр Викторович,ДИРЕКТОР,56.10,,,,,1С+Компании,,
6311174586,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САМАРА РЕСУРС""",ЮЛ,Ликвидация,3891000.0,20000.0,115000.0,475.0,растёт,-242000.0,Гаврилов Василий Михайлович,ДИРЕКТОР,46.49,,,,,1С,,
9718101347,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЕК ТЕХНОЛОГИЯ""",ЮЛ,Действующая,106422000.0,13824000.0,78797000.0,470.0,растёт,3579000.0,Дулатов Руслан Наильевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,46.63,,,,,1С,,
5029206797,"ООО ""МИРАПЛЕКС""",ЮЛ,Действующая,16112000.0,6968000.0,39531000.0,467.3,растёт,499000.0,Шуклин Павел Александрович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,25.62,,,,,1С,,
7735597890,КОСМОС,ЮЛ,Действующая,992771000.0,3375000.0,18569000.0,450.2,растёт,-1652000.0,Кирюшкина Светлана Вячеславовна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,47.99,,,,,1С+Компании,,
9705203503,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЕДИНЫЙ АГРЕГАТОР ТОРГОВЛИ""",ЮЛ,Действующая,,128722000.0,688045000.0,434.5,растёт,220975000.0,,,62.01,,,,,1С,,
5254487250,"ООО ""ПРОИЗВОДСТВЕННЫЙ СТАНДАРТ""",ЮЛ,Действующая,189350000.0,217796000.0,1159792000.0,432.5,растёт,95997000.0,Храмушев Евгений Вячеславович,ДИРЕКТОР,46.90,,,,,1С+Компании,,
3665138981,"ООО ""ГОРОД ЕДЫ""",ЮЛ,Действующая,0.0,16446000.0,86030000.0,423.1,растёт,41348000.0,Елютин Олег Владимирович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,56.10,,,,,1С,,
2543008817,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТО ВОСЕМЬ""",ЮЛ,Действующая,5182000.0,1222000.0,6388000.0,422.7,растёт,181000.0,Самойлова Евгения Алексеевна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,73.11,,,,,1С,,
7731509237,"ООО ""КСИ""",ЮЛ,Действующая,226701000.0,321874000.0,1673988000.0,420.1,растёт,681968000.0,Меркулов Александр Александрович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,71.12.2,,,,,1С+Компании,0.0,
7729466716,"ООО ""КОМПАНИЯ ЭКСПОСАЛОН""",ЮЛ,Ликвидация,49217000.0,806047000.0,4141031000.0,413.7,растёт,38000.0,Дзагнидзе Мераби,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,41.20,,,,,1С+Компании,,
7733450740,"ООО ""МН ГРУПП""",ЮЛ,Действующая,,9232000.0,46238000.0,400.8,растёт,1403000.0,Исламова Надия Маисовна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,56.10,,,,,1С+Компании,,
7804710973,"ООО ""ЛНД""",ЮЛ,Действующая,,9135000.0,45535000.0,398.5,растёт,647000.0,Лян Александр Вячиславович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,46.90,,,,,1С,,
9728104530,"ООО ""МЭГССОРИ""",ЮЛ,Действующая,3575000.0,67401000.0,334386000.0,396.1,растёт,10430000.0,Федоров Алексей Александрович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,27.90,,,,,Компании,,
9709069070,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТРКОФЕ""",ЮЛ,Действующая,434000.0,617000.0,3036000.0,392.1,растёт,360000.0,Стречень Милолика Олеговна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,56.30,,,,,1С,,
9715267217,"ООО ""МЕТАЛЛО-ТЕХ""",ЮЛ,Действующая,16160000.0,3078000.0,15075000.0,389.8,растёт,599000.0,Шуткина Юлия Яновна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,63.99.12,,,,,1С+Компании,0.0,
2635126345,"ООО ""ТУРПРО""",ЮЛ,Действующая,447000.0,64000.0,307000.0,379.7,растёт,-355000.0,Остапенко Татьяна Валентиновна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,46.52,,,,,1С+Компании,35550.0,2020/02/10 16:51:00
9709098200,"ООО ""ТРУД""",ЮЛ,Действующая,,6859000.0,32482000.0,373.6,растёт,-6633000.0,Харская Светлана Сергеевна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,13.92.1,,,,,Компании,,
7725835338,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРИНТ ХАУС""",ЮЛ,Действующая,9806000.0,5181000.0,24533000.0,373.5,растёт,172000.0,Мацнев Александр Дмитриевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,18.12,,,,,1С,,
7724644299,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БРАВО""",ЮЛ,Действующая,555000.0,21983000.0,103340000.0,370.1,растёт,-2808000.0,Мамедов Вагиф Беюк-Ага Оглы,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,47.19,,,,,1С,,
9709008126,"ООО ""КОНСУЛ""",ЮЛ,Действующая,47123000.0,18973000.0,88903000.0,368.6,растёт,9746000.0,Гаврилов Илан Рафаэльевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,56.10,,,,,1С+Компании,,
5806005388,"ООО ""БАШМАКОВСКИЙ ДОРОЖНИК""",ЮЛ,Действующая,88738000.0,130310000.0,606576000.0,365.5,растёт,4144000.0,Дадонов Сергей Юрьевич,ДИРЕКТОР,42.11,,,,,1С+Компании,0.0,
7730692678,ПАРКГРАФИК,ЮЛ,Действующая,43160000.0,71390000.0,330212000.0,362.5,растёт,29125000.0,Аношкина Елизавета Александровна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,82.30,,,,,1С+Компании,,
2308118168,"ООО ""АКТИВ-ГРУПП""",ЮЛ,Действующая,6642000.0,3664000.0,16890000.0,361.0,растёт,2297000.0,Лето Надин Александровна,ДИРЕКТОР,73.11,,,,,1С,,
